http://en.wikipedia.org/wiki/Red_Army_invasion_of_Georgia,Red_Army_invasion_of_Georgia,318,128,"41.716667, 44.783333"
http://en.wikipedia.org/wiki/Salonika_front,Salonika_front,1,1,"41.6, 21.7"
http://en.wikipedia.org/wiki/Samarrah_Offensive,Samarrah_Offensive,27,22,"34.198333, 43.874167"
http://en.wikipedia.org/wiki/Scuttling_of_the_German_fleet_in_Scapa_Flow,Scuttling_of_the_German_fleet_in_Scapa_Flow,190,111,"58.9, -3.05"
http://en.wikipedia.org/wiki/Second_Battle_of_Artois,Second_Battle_of_Artois,90,60,"50.5, 2.5"
http://en.wikipedia.org/wiki/Second_Battle_of_Champagne,Second_Battle_of_Champagne,61,40,"49, 4"
http://en.wikipedia.org/wiki/Second_Battle_of_Gaza,Second_Battle_of_Gaza,131,71,"31.516667, 34.45"
http://en.wikipedia.org/wiki/Second_Battle_of_Heligoland_Bight,Second_Battle_of_Heligoland_Bight,1,1,"54.166667, 8.066667"
http://en.wikipedia.org/wiki/Second_Battle_of_Kirpen_Island,Second_Battle_of_Kirpen_Island,26,6,"41.233929,30.267334"
http://en.wikipedia.org/wiki/Second_Battle_of_Krithia,Second_Battle_of_Krithia,98,50,"40.0431, 26.1753"
http://en.wikipedia.org/wiki/Second_Battle_of_Kut,Second_Battle_of_Kut,39,27,"32.505556, 45.824722"
http://en.wikipedia.org/wiki/Second_Battle_of_Passchendaele,Second_Battle_of_Passchendaele,261,56,"50.900278, 3.021389"
http://en.wikipedia.org/wiki/Second_Battle_of_the_Aisne,Second_Battle_of_the_Aisne,223,87,"49.433611, 2.846944"
http://en.wikipedia.org/wiki/Second_Battle_of_the_Isonzo,Second_Battle_of_the_Isonzo,70,56,"45.8, 13.533333"
http://en.wikipedia.org/wiki/Second_Battle_of_the_Marne,Second_Battle_of_the_Marne,454,262,"48.815833, 2.411111"
http://en.wikipedia.org/wiki/Second_Battle_of_the_Masurian_Lakes,Second_Battle_of_the_Masurian_Lakes,120,73,"54.733333, 20.483333"
http://en.wikipedia.org/wiki/Second_Battle_of_the_Somme_(1918),Second_Battle_of_the_Somme_(1918),114,76,"50.221111, 1.566667"
http://en.wikipedia.org/wiki/Second_Battle_of_Ypres,Second_Battle_of_Ypres,788,422,"50.891, 2.979"
http://en.wikipedia.org/wiki/Second_Ostend_Raid,Second_Ostend_Raid,162,67,"51.233333, 2.916667"
http://en.wikipedia.org/wiki/Second_Transjordan_attack_on_Shunet_Nimrin_and_Es_Salt_(1918),Second_Transjordan_attack_on_Shunet_Nimrin_and_Es_Salt_(1918),1093,21,"33.186667, 35.619167"
http://en.wikipedia.org/wiki/Senussi_Campaign,Senussi_Campaign,160,44,"31.610833, 25.925556"
http://en.wikipedia.org/wiki/Seventh_Battle_of_the_Isonzo,Seventh_Battle_of_the_Isonzo,39,25,"45.8, 13.533333"
http://en.wikipedia.org/wiki/Siege_of_Antwerp,Siege_of_Antwerp,136,90,"51.216667, 4.4"
http://en.wikipedia.org/wiki/Siege_of_Kut,Siege_of_Kut,279,181,"32.505556, 45.824722"
http://en.wikipedia.org/wiki/Siege_of_Maubeuge,Siege_of_Maubeuge,53,37,"50.2775, 3.9734"
http://en.wikipedia.org/wiki/Siege_of_Przemysl,Siege_of_Przemysl,2,2,"49.786111, 22.773889"
http://en.wikipedia.org/wiki/Siege_of_Tsingtao,Siege_of_Tsingtao,324,164,"36.066667, 120.383333"
http://en.wikipedia.org/wiki/Sixth_Battle_of_the_Isonzo,Sixth_Battle_of_the_Isonzo,69,46,"45.8, 13.533333"
http://en.wikipedia.org/wiki/Sochi_conflict,Sochi_conflict,48,32,"43, 40.983333"
http://en.wikipedia.org/wiki/Spring_Offensive,Spring_Offensive,430,236,"51, 3"
http://en.wikipedia.org/wiki/Sventiany_Offensive,Sventiany_Offensive,26,20,"55.133333, 26.166667"
http://en.wikipedia.org/wiki/Tenth_Battle_of_the_Isonzo,Tenth_Battle_of_the_Isonzo,38,26,"45.8, 13.533333"
http://en.wikipedia.org/wiki/Third_Anglo-Afghan_War,Third_Anglo-Afghan_War,383,129,"34.093, 71.144"
http://en.wikipedia.org/wiki/Third_Battle_of_Gaza,Third_Battle_of_Gaza,163,83,"31.516667, 34.45"
http://en.wikipedia.org/wiki/Third_Battle_of_Krithia,Third_Battle_of_Krithia,99,50,"40.0431, 26.1753"
